asset_id,eodhd_symbol,instrument_type,clase,grupo,nombre,divisa,incluir
LU2601038578,LU2601038578.EUFUND,FUND,EQUITY,fondos-bolsa,Invesco Funds - Invesco Global Founders & Owners Fund A Accumulation EUR,EUR,si
LU1762221155,LU1762221155.EUFUND,FUND,EQUITY,fondos-bolsa,Invesco Funds - Invesco Global Founders & Owners Fund E Accumulation EUR,EUR,si
LU0267984697,LU0267984697.EUFUND,FUND,EQUITY,fondos-bolsa,Invesco Funds - Invesco India Equity Fund E Accumulation EUR,EUR,si
LU0115141201,LU0115141201.EUFUND,FUND,EQUITY,fondos-bolsa,Invesco Funds - Invesco Pan European Equity Fund E Accumulation EUR,EUR,si
LU0028119013,LU0028119013.EUFUND,FUND,EQUITY,fondos-bolsa,Invesco Funds - Invesco Pan European Small Cap Equity Fund A Accumulation EUR,EUR,si
LU0119750205,LU0119750205.EUFUND,FUND,EQUITY,fondos-bolsa,Invesco Funds - Invesco Sustainable Pan European Systematic Equity Fund A Acc EUR,EUR,si
LU0119753308,LU0119753308.EUFUND,FUND,EQUITY,fondos-bolsa,Invesco Funds - Invesco Sustainable Pan European Systematic Equity Fund E Acc EUR,EUR,si
LU0011889846,LU0011889846.EUFUND,FUND,EQUITY,fondos-bolsa,Janus Henderson Horizon Euroland Fund A2 EUR,EUR,si
LU0264738294,LU0264738294.EUFUND,FUND,EQUITY,fondos-bolsa,Janus Henderson Horizon Global Property Equities Fund A2 EUR,EUR,si
LU0201075453,LU0201075453.EUFUND,FUND,EQUITY,fondos-bolsa,Janus Henderson Pan European Fund A2 EUR,EUR,si
LU0862450516,LU0862450516.EUFUND,FUND,EQUITY,fondos-bolsa,JPMorgan Funds - Emerging Markets Dividend Fund D (acc) EUR,EUR,si
LU0217576833,LU0217576833.EUFUND,FUND,EQUITY,fondos-bolsa,JPMorgan Funds - Emerging Markets Equity Fund D (acc) EUR,EUR,si
LU0661986348,LU0661986348.EUFUND,FUND,EQUITY,fondos-bolsa,JPMorgan Funds - Euroland Dynamic Fund D (perf) (acc) EUR,EUR,si
LU0117858166,LU0117858166.EUFUND,FUND,EQUITY,fondos-bolsa,JPMorgan Funds - Euroland Equity Fund D (acc) EUR,EUR,si
LU0119063039,LU0119063039.EUFUND,FUND,EQUITY,fondos-bolsa,JPMorgan Funds - Europe Dynamic Fund D (acc) EUR,EUR,si
LU0117884675,LU0117884675.EUFUND,FUND,EQUITY,fondos-bolsa,JPMorgan Funds - Europe Dynamic Technologies Fund D (acc) EUR,EUR,si
LU0117858596,LU0117858596.EUFUND,FUND,EQUITY,fondos-bolsa,JPMorgan Funds - Europe Equity Fund D (acc) EUR,EUR,si
LU0289089384,LU0289089384.EUFUND,FUND,EQUITY,fondos-bolsa,JPMorgan Funds - Europe Equity Plus Fund A (perf) (acc) EUR,EUR,si
LU0289214628,LU0289214628.EUFUND,FUND,EQUITY,fondos-bolsa,JPMorgan Funds - Europe Equity Plus Fund D (perf) (acc) EUR,EUR,si
LU0117859560,LU0117859560.EUFUND,FUND,EQUITY,fondos-bolsa,JPMorgan Funds - Europe Small Cap Fund D (acc) EUR,EUR,si
LU0117858679,LU0117858679.EUFUND,FUND,EQUITY,fondos-bolsa,JPMorgan Funds - Europe Strategic Growth Fund D (acc) EUR,EUR,si
LU0210531983,LU0210531983.EUFUND,FUND,EQUITY,fondos-bolsa,JPMorgan Funds - Europe Strategic Value Fund A (acc) EUR,EUR,si
LU0117858752,LU0117858752.EUFUND,FUND,EQUITY,fondos-bolsa,JPMorgan Funds - Europe Strategic Value Fund D (acc) EUR,EUR,si
LU0208853944,LU0208853944.EUFUND,FUND,EQUITY,fondos-bolsa,JPMorgan Funds - Global Natural Resources Fund D (acc) EUR,EUR,si
LU0522352516,LU0522352516.EUFUND,FUND,EQUITY,fondos-bolsa,JPMorgan Funds - India Fund D (acc) EUR,EUR,si
LU0329203656,LU0329203656.EUFUND,FUND,EQUITY,fondos-bolsa,JPMorgan Investment Funds - Global Dividend Fund D (acc) EUR (hedged),EUR,si
LU0157179127,LU0157179127.EUFUND,FUND,EQUITY,fondos-bolsa,JPMorgan Investment Funds - Global Select Equity Fund D (acc) EUR,EUR,si
LU0329206832,LU0329206832.EUFUND,FUND,EQUITY,fondos-bolsa,JPMorgan Investment Funds - Japan Strategic Value Fund D (acc) EUR,EUR,si
LU0260085492,LU0260085492.EUFUND,FUND,EQUITY,fondos-bolsa,Jupiter European Select Class L EUR Acc,EUR,si
IE00BYVJR916,IE00BYVJR916.EUFUND,FUND,EQUITY,fondos-bolsa,Jupiter Gold & Silver Fund L EUR Acc,EUR,si
LU0329070915,LU0329070915.EUFUND,FUND,EQUITY,fondos-bolsa,Jupiter India Select Class L EUR Acc,EUR,si
IE00BYR8H148,IE00BYR8H148.EUFUND,FUND,EQUITY,fondos-bolsa,Jupiter Merian World Equity Fund L EUR Acc,EUR,si
IE00BLP5S460,IE00BLP5S460.EUFUND,FUND,EQUITY,fondos-bolsa,JupiterMerian Global Equity Absolute Return Fund L (EUR) Hedged Acc,EUR,si
FR0000174310,FR0000174310.EUFUND,FUND,EQUITY,fondos-bolsa,Lazard Small Caps Euro I,EUR,si
IE00B87MS887,IE00B87MS887.EUFUND,FUND,EQUITY,fondos-bolsa,Liontrust GF Special Situations Fund A1 Acc EUR,EUR,si
LU2240056445,LU2240056445.EUFUND,FUND,EQUITY,fondos-bolsa,Lonvia Mid-Cap Euro Retail,EUR,si
LU2240056015,LU2240056015.EUFUND,FUND,EQUITY,fondos-bolsa,Lonvia Mid-Cap Europe Retail,EUR,si
LU1670618187,LU1670618187.EUFUND,FUND,EQUITY,fondos-bolsa,M&G (Lux) Asian Fund EUR A Acc,EUR,si
LU1670707527,LU1670707527.EUFUND,FUND,EQUITY,fondos-bolsa,M&G (Lux) European Strategic Value Fund EUR A Acc,EUR,si
LU1670710075,LU1670710075.EUFUND,FUND,EQUITY,fondos-bolsa,M&G (Lux) Global Dividend Fund EUR A Acc,EUR,si
LU1670618690,LU1670618690.EUFUND,FUND,EQUITY,fondos-bolsa,M&G (Lux) Global Emerging Markets Fund EUR A Acc,EUR,si
LU1665237704,LU1665237704.EUFUND,FUND,EQUITY,fondos-bolsa,M&G (Lux) Global Listed Infrastructure Fund EUR A Acc,EUR,si
LU1670626446,LU1670626446.EUFUND,FUND,EQUITY,fondos-bolsa,M&G (Lux) Japan Fund EUR A Acc,EUR,si
LU1670715975,LU1670715975.EUFUND,FUND,EQUITY,fondos-bolsa,M&G (Lux) Japan Smaller Companies Fund EUR A Acc,EUR,si
ES0159259011,ES0159259011.EUFUND,FUND,EQUITY,fondos-bolsa,MAGALLANES EUROPEAN EQUITY FI,EUR,si
ES0159201013,ES0159201013.EUFUND,FUND,EQUITY,fondos-bolsa,MAGALLANES IBERIAN EQUITY FI,EUR,si
LU1330191542,LU1330191542.EUFUND,FUND,EQUITY,fondos-bolsa,Magallanes Value Investors UCITS European Equity R EUR,EUR,si
ES0162332037,ES0162332037.EUFUND,FUND,EQUITY,fondos-bolsa,MERCHFONDO  FI,EUR,si
ES0162368007,ES0162368007.EUFUND,FUND,EQUITY,fondos-bolsa,METAVALOR INTERNACIONAL  FI,EUR,si
LU0094557526,LU0094557526.EUFUND,FUND,EQUITY,fondos-bolsa,MFS Meridian Funds - European Research Fund A1 EUR,EUR,si
LU0125951151,LU0125951151.EUFUND,FUND,EQUITY,fondos-bolsa,MFS Meridian Funds - European Value Fund A1 EUR,EUR,si
LU2295319300,LU2295319300.EUFUND,FUND,EQUITY,fondos-bolsa,Morgan Stanley Investment Funds - Global Brands Fund A (EUR),EUR,si
LU2337806421,LU2337806421.EUFUND,FUND,EQUITY,fondos-bolsa,Morgan Stanley Investment Funds - Global Endurance Fund A EUR Acc,EUR,si
LU2295320068,LU2295320068.EUFUND,FUND,EQUITY,fondos-bolsa,Morgan Stanley Investment Funds - Global Insight Fund A (EUR),EUR,si
ES0184894006,ES0184894006.EUFUND,FUND,EQUITY,fondos-bolsa,MYINVESTOR MUNDO DESARROLLADO Y EMERGENTE  FI,EUR,si
ES0165242001,ES0165242001.EUFUND,FUND,EQUITY,fondos-bolsa,MYINVESTOR S&P500 EQUIPONDERADO  FI,EUR,si
ES0165243025,ES0165243025.EUFUND,FUND,EQUITY,fondos-bolsa,MYINVESTOR VALUE  FI,EUR,si
LU0935230242,LU0935230242.EUFUND,FUND,EQUITY,fondos-bolsa,Natixis AM Funds - Ostrum Europe MinVol RE/A (EUR),EUR,si
LU1951204046,LU1951204046.EUFUND,FUND,EQUITY,fondos-bolsa,Natixis International Funds (Lux) I - Mirova Thematic Meta R/A (EUR),EUR,si
LU2743151057,LU2743151057.EUFUND,FUND,EQUITY,fondos-bolsa,Natixis International Funds (Lux) I - Ossiam Shiller Barclays CAPE® US Fund R/A (EUR),EUR,si
LU2338974699,LU2338974699.EUFUND,FUND,EQUITY,fondos-bolsa,Natixis International Funds (Lux) I - WCM Select Global Growth Equity Fund F/A (EUR),EUR,si
IE00BMD7ZB71,IE00BMD7ZB71.EUFUND,FUND,EQUITY,fondos-bolsa,Neuberger Berman Next Generation Connectivity Fund EUR A Accumulating Class - Unhedged,EUR,si
LU1578889864,LU1578889864.EUFUND,FUND,EQUITY,fondos-bolsa,Ninety One Global Strategy Fund - Global Gold Fund A Acc EUR Hedged(Reference),EUR,si
LU0173782102,LU0173782102.EUFUND,FUND,EQUITY,fondos-bolsa,Nordea 1 - Asia ex Japan Equity Fund BP EUR,EUR,si
LU0602539867,LU0602539867.EUFUND,FUND,EQUITY,fondos-bolsa,Nordea 1 - Emerging Sustainable Stars Equity Fund BP EUR,EUR,si
LU0348926287,LU0348926287.EUFUND,FUND,EQUITY,fondos-bolsa,Nordea 1 - Global Climate and Environment Fund BP EUR,EUR,si
LU0348927251,LU0348927251.EUFUND,FUND,EQUITY,fondos-bolsa,Nordea 1 - Global Climate and Environment Fund E EUR,EUR,si
LU1939214695,LU1939214695.EUFUND,FUND,EQUITY,fondos-bolsa,Nordea 1 - Global Diversity Engagement Fund BP EUR,EUR,si
LU0112467450,LU0112467450.EUFUND,FUND,EQUITY,fondos-bolsa,Nordea 1 - Global Stable Equity Fund BP EUR,EUR,si
LU0637335638,LU0637335638.EUFUND,FUND,EQUITY,fondos-bolsa,Nordea 1 - Indian Equity Fund BP EUR,EUR,si
LU0309468980,LU0309468980.EUFUND,FUND,EQUITY,fondos-bolsa,Nordea 1 - Latin American Equity Fund E EUR,EUR,si
FR0000989899,FR0000989899.EUFUND,FUND,EQUITY,fondos-bolsa,Oddo BHF Avenir CR-EUR,EUR,si
FR0000989915,FR0000989915.EUFUND,FUND,EQUITY,fondos-bolsa,Oddo BHF Immobilier CR-EUR,EUR,si
ES0114633003,ES0114633003.EUFUND,FUND,EQUITY,fondos-bolsa,PANDA AGRICULTURE & WATER FUND  FI,EUR,si
LU0280435388,LU0280435388.EUFUND,FUND,EQUITY,fondos-bolsa,Pictet - Clean Energy Transition P EUR,EUR,si
LU0503631714,LU0503631714.EUFUND,FUND,EQUITY,fondos-bolsa,Pictet - Global Environmental Opportunities P EUR,EUR,si
LU1279334483,LU1279334483.EUFUND,FUND,EQUITY,fondos-bolsa,Pictet - Robotics R EUR,EUR,si
LU0280435461,LU0280435461.EUFUND,FUND,EQUITY,fondos-bolsa,Pictet-Clean Energy Transition R EUR,EUR,si
LU0391944815,LU0391944815.EUFUND,FUND,EQUITY,fondos-bolsa,Pictet-Global Megatrend Selection R EUR,EUR,si
LU0217139020,LU0217139020.EUFUND,FUND,EQUITY,fondos-bolsa,Pictet-Premium Brands P EUR,EUR,si
LU0270905242,LU0270905242.EUFUND,FUND,EQUITY,fondos-bolsa,Pictet-Security R EUR,EUR,si
LU0340559557,LU0340559557.EUFUND,FUND,EQUITY,fondos-bolsa,Pictet-Timber P EUR,EUR,si
IE00BF0GL212,IE00BF0GL212.EUFUND,FUND,EQUITY,fondos-bolsa,Polar Capital Funds PLC - Artificial Intelligence Fund RAcc,EUR,si
IE00B3VXGD32,IE00B3VXGD32.EUFUND,FUND,EQUITY,fondos-bolsa,Polar Capital Funds PLC - Biotechnology Fund R Inc,EUR,si
IE00B52VLZ70,IE00B52VLZ70.EUFUND,FUND,EQUITY,fondos-bolsa,Polar Capital Funds PLC - Polar Capital Global Insurance Fund R Acc,EUR,si
IE00BM95B621,IE00BM95B621.EUFUND,FUND,EQUITY,fondos-bolsa,Polar Capital Funds PLC - Polar Capital Global Technology Fund R Acc,EUR,si
IE00BZ4D7648,IE00BZ4D7648.EUFUND,FUND,EQUITY,fondos-bolsa,Polar Capital Funds PLC - Polar Capital Global Technology Fund R EUR Hedged Accumulation,EUR,si
IE00B28YJQ65,IE00B28YJQ65.EUFUND,FUND,EQUITY,fondos-bolsa,Polar Capital Funds PLC - Polar Capital Healthcare Opportunities Fund Inc,EUR,si
IE00B3NLSS43,IE00B3NLSS43.EUFUND,FUND,EQUITY,fondos-bolsa,Polar Capital Funds PLC - Polar Capital Healthcare Opportunities Fund R Inc,EUR,si
IE00BKSBDB61,IE00BKSBDB61.EUFUND,FUND,EQUITY,fondos-bolsa,Polar Capital Funds PLC - Polar Capital Healthcare Opportunities R Acc,EUR,si
LU0704154706,LU0704154706.EUFUND,FUND,EQUITY,fondos-bolsa,RAM (Lux) Systematic Funds - Emerging Markets Equities O EUR,EUR,si
LU0835722488,LU0835722488.EUFUND,FUND,EQUITY,fondos-bolsa,RAM (Lux) Systematic Funds - Emerging Markets Equities OP EUR,EUR,si
LU0084617165,LU0084617165.EUFUND,FUND,EQUITY,fondos-bolsa,Robeco Asia-Pacific Equities D €,EUR,si
LU0203975437,LU0203975437.EUFUND,FUND,EQUITY,fondos-bolsa,Robeco BP Global Premium Equities D EUR,EUR,si
LU0320896664,LU0320896664.EUFUND,FUND,EQUITY,fondos-bolsa,Robeco BP US Premium Equities DH €,EUR,si
LU0254836850,LU0254836850.EUFUND,FUND,EQUITY,fondos-bolsa,Robeco Capital Growth Funds - Robeco Emerging Stars Equities D EUR,EUR,si
LU0187079347,LU0187079347.EUFUND,FUND,EQUITY,fondos-bolsa,Robeco Global Consumer Trends D EUR,EUR,si
LU0554840230,LU0554840230.EUFUND,FUND,EQUITY,fondos-bolsa,Robeco Global Consumer Trends Equities M €,EUR,si
LU0387754996,LU0387754996.EUFUND,FUND,EQUITY,fondos-bolsa,Robeco Global Stars Equities D EUR,EUR,si
LU0491217419,LU0491217419.EUFUND,FUND,EQUITY,fondos-bolsa,Robeco Indian Equities D €,EUR,si
LU0329355670,LU0329355670.EUFUND,FUND,EQUITY,fondos-bolsa,Robeco QI Emerging Markets Active Equities D €,EUR,si
LU2145461757,LU2145461757.EUFUND,FUND,EQUITY,fondos-bolsa,Robeco Smart Energy D-EUR Capitalisation,EUR,si
LU2145463373,LU2145463373.EUFUND,FUND,EQUITY,fondos-bolsa,Robeco Smart Energy M2-EUR Capitalisation,EUR,si
LU2133220793,LU2133220793.EUFUND,FUND,EQUITY,fondos-bolsa,Robeco Sustainable Asian Stars Equities DL EUR,EUR,si
LU2146190835,LU2146190835.EUFUND,FUND,EQUITY,fondos-bolsa,Robeco Sustainable Water D-EUR Capitalisation,EUR,si
ES0170141008,ES0170141008.EUFUND,FUND,EQUITY,fondos-bolsa,SANTALUCIA QUALITY ACCIONES EUROPEAS  FI,EUR,si
LU0248184466,LU0248184466.EUFUND,FUND,EQUITY,fondos-bolsa,Schroder International Selection Fund Asian Opportunities A Accumulation EUR,EUR,si
LU0248183906,LU0248183906.EUFUND,FUND,EQUITY,fondos-bolsa,Schroder International Selection Fund Asian Opportunities B Accumulation EUR,EUR,si
LU0248172537,LU0248172537.EUFUND,FUND,EQUITY,fondos-bolsa,Schroder International Selection Fund Emerging Asia A Accumulation EUR,EUR,si
LU0248174152,LU0248174152.EUFUND,FUND,EQUITY,fondos-bolsa,Schroder International Selection Fund Emerging Asia A1 Accumulation EUR,EUR,si
LU0248173006,LU0248173006.EUFUND,FUND,EQUITY,fondos-bolsa,Schroder International Selection Fund Emerging Asia B Accumulation EUR,EUR,si
LU0321373184,LU0321373184.EUFUND,FUND,EQUITY,fondos-bolsa,Schroder International Selection Fund European Dividend Maximiser B Distribution QF,EUR,si
LU0161305163,LU0161305163.EUFUND,FUND,EQUITY,fondos-bolsa,Schroder International Selection Fund European Value A Accumulation EUR,EUR,si
LU0161304786,LU0161304786.EUFUND,FUND,EQUITY,fondos-bolsa,Schroder International Selection Fund European Value A1 Accumulation EUR,EUR,si
LU0161305593,LU0161305593.EUFUND,FUND,EQUITY,fondos-bolsa,Schroder International Selection Fund European Value B Accumulation EUR,EUR,si
LU2016064201,LU2016064201.EUFUND,FUND,EQUITY,fondos-bolsa,Schroder International Selection Fund Global Alternative Energy A Accumulation EUR Hedged,EUR,si
LU0302446645,LU0302446645.EUFUND,FUND,EQUITY,fondos-bolsa,Schroder International Selection Fund Global Climate Change Equity A Accumulation EUR,EUR,si
LU0302446991,LU0302446991.EUFUND,FUND,EQUITY,fondos-bolsa,Schroder International Selection Fund Global Climate Change Equity B Accumulation EUR,EUR,si
LU0279459456,LU0279459456.EUFUND,FUND,EQUITY,fondos-bolsa,Schroder International Selection Fund Global Emerging Market Opportunities A Accumulation EUR,EUR,si
LU0248168428,LU0248168428.EUFUND,FUND,EQUITY,fondos-bolsa,Schroder International Selection Fund Global Equity Alpha A Accumulation EUR,EUR,si
LU0248167537,LU0248167537.EUFUND,FUND,EQUITY,fondos-bolsa,Schroder International Selection Fund Global Equity Alpha A1 Accumulation EUR,EUR,si
LU0248168261,LU0248168261.EUFUND,FUND,EQUITY,fondos-bolsa,Schroder International Selection Fund Global Equity Alpha B Accumulation EUR,EUR,si
LU1223083087,LU1223083087.EUFUND,FUND,EQUITY,fondos-bolsa,Schroder International Selection Fund Global Gold A Accumulation EUR Hedged,EUR,si
LU0279460892,LU0279460892.EUFUND,FUND,EQUITY,fondos-bolsa,Schroder International Selection Fund Global Smaller Companies A1 Accumulation EUR,EUR,si
LU0365775922,LU0365775922.EUFUND,FUND,EQUITY,fondos-bolsa,Schroder International Selection Fund Greater China A Accumulation EUR,EUR,si
LU0236738190,LU0236738190.EUFUND,FUND,EQUITY,fondos-bolsa,Schroder International Selection Fund Japanese Equity B Accumulation EUR Hedged,EUR,si
LU0248181363,LU0248181363.EUFUND,FUND,EQUITY,fondos-bolsa,Schroder International Selection Fund Latin American A Accumulation EUR,EUR,si
LU0248184383,LU0248184383.EUFUND,FUND,EQUITY,fondos-bolsa,Schroder International Selection Fund Latin American A1 Accumulation EUR,EUR,si
LU0248183815,LU0248183815.EUFUND,FUND,EQUITY,fondos-bolsa,Schroder International Selection Fund Latin American B Accumulation EUR,EUR,si
IE00B2NXKW18,IE00B2NXKW18.EUFUND,FUND,EQUITY,fondos-bolsa,Seilern World Growth EUR U R,EUR,si
FR0010547869,FR0010547869.EUFUND,FUND,EQUITY,fondos-bolsa,Sextant PME A,EUR,si
LU2375689580,LU2375689580.EUFUND,FUND,EQUITY,fondos-bolsa,Sigma Investment House FCP - Global Equity A EUR Income,EUR,si
LU1899019175,LU1899019175.EUFUND,FUND,EQUITY,fondos-bolsa,Sigma Investment House FCP - Smart Horizon Class A EUR Accumulation,EUR,si
ES0170865002,ES0170865002.EUFUND,FUND,EQUITY,fondos-bolsa,SIGMA INVESTMENT HOUSE HEALTHCARE  FI,EUR,si
LU0986194024,LU0986194024.EUFUND,FUND,EQUITY,fondos-bolsa,SIH FCP - Equity Europe A Classic,EUR,si
LU1066281574,LU1066281574.EUFUND,FUND,EQUITY,fondos-bolsa,SIH FCP - Equity Spain A Classic,EUR,si
LU1301026388,LU1301026388.EUFUND,FUND,EQUITY,fondos-bolsa,Sycomore Fund SICAV - Sycomore Europe Happy@Work RC EUR,EUR,si
LU0918140210,LU0918140210.EUFUND,FUND,EQUITY,fondos-bolsa,T. Rowe Price Funds SICAV - US Smaller Companies Equity Fund A (EUR),EUR,si
LU0188151921,LU0188151921.EUFUND,FUND,EQUITY,fondos-bolsa,Templeton Emerging Markets Fund N(acc)EUR,EUR,si
LU0128521001,LU0128521001.EUFUND,FUND,EQUITY,fondos-bolsa,Templeton European Insights Fund Class N (acc) EUR,EUR,si
LU1088692675,LU1088692675.EUFUND,FUND,EQUITY,fondos-bolsa,UBAM - Global Equity AC EUR,EUR,si
LU2131365186,LU2131365186.EUFUND,FUND,EQUITY,fondos-bolsa,UBS (Lux) Equity Fund - China Opportunity (USD) P EUR acc,EUR,si
LU0153925689,LU0153925689.EUFUND,FUND,EQUITY,fondos-bolsa,UBS (Lux) Key Selection SICAV - European Equity Value Opportunity (EUR) P-acc,EUR,si
IE00BDH6RQ67,IE00BDH6RQ67.EUFUND,FUND,EQUITY,fondos-bolsa,UTI India Dynamic Equity EURO Retail,EUR,si
ES0182769002,ES0182769002.EUFUND,FUND,EQUITY,fondos-bolsa,VALENTUM  FI,EUR,si
IE00B03HCZ61,IE00B03HCZ61.EUFUND,FUND,EQUITY,fondos-bolsa,Vanguard Global Stock Index Fund Investor EUR Accumulation,EUR,si
LU0153585137,LU0153585137.EUFUND,FUND,EQUITY,fondos-bolsa,Vontobel Fund - European Equity B EUR Cap,EUR,si
IE00B8BPMF80,IE00B8BPMF80.EUFUND,FUND,EQUITY,fondos-bolsa,Wellington Strategic European Equity Fund EUR D Ac,EUR,si
ES0156873004,ES0156873004.EUFUND,FUND,FIXED_INCOME,fondos-bonos,A&G RENTA FIJA CORTO PLAZO  FI,EUR,si
LU1021288268,LU1021288268.EUFUND,FUND,FIXED_INCOME,fondos-bonos,AB FCP I - Mortgage Income Portfolio A2 EUR Acc,EUR,si
LU1919971074,LU1919971074.EUFUND,FUND,FIXED_INCOME,fondos-bonos,abrdn SICAV I - Frontier Markets Bond Fund A Acc Hedged EUR,EUR,si
LU1254412460,LU1254412460.EUFUND,FUND,FIXED_INCOME,fondos-bonos,abrdn SICAV I - Indian Bond Fund A Acc EUR,EUR,si
LU0177497491,LU0177497491.EUFUND,FUND,FIXED_INCOME,fondos-bonos,abrdn SICAV II-Euro Corporate Bond Fund A Acc EUR,EUR,si
IE00B8J38129,IE00B8J38129.EUFUND,FUND,FIXED_INCOME,fondos-bonos,Algebris UCITS Funds plc - Algebris Financial Credit Fund R EUR Acc,EUR,si
LU1079477284,LU1079477284.EUFUND,FUND,FIXED_INCOME,fondos-bonos,Allianz Emerging Markets Short Duration Bond AT (H2-EUR),EUR,si
FR0011387299,FR0011387299.EUFUND,FUND,FIXED_INCOME,fondos-bonos,Allianz Euro Oblig Court Terme ISR RC,EUR,si
LU1951921383,LU1951921383.EUFUND,FUND,FIXED_INCOME,fondos-bonos,Allianz Global Investors Fund - Allianz Credit Opportunities AT EUR,EUR,si
LU2002383896,LU2002383896.EUFUND,FUND,FIXED_INCOME,fondos-bonos,Allianz Global Investors Fund - Allianz Credit Opportunities Plus AT EUR,EUR,si
LU1089088741,LU1089088741.EUFUND,FUND,FIXED_INCOME,fondos-bonos,Allianz Global Investors Fund - Allianz Floating Rate Notes Plus VarioZins AT EUR,EUR,si
LU1383852487,LU1383852487.EUFUND,FUND,FIXED_INCOME,fondos-bonos,Allianz Global Investors Fund - Allianz Floating Rate Notes Plus VarioZins AT2 EUR,EUR,si
ES0126542036,ES0126542036.EUFUND,FUND,FIXED_INCOME,fondos-bonos,AMUNDI CORTO PLAZO  FI,EUR,si
FR0010829697,FR0010829697.EUFUND,FUND,FIXED_INCOME,fondos-bonos,Amundi Enhanced Ultra Short Term Bond Select P-C,EUR,si
LU1161086159,LU1161086159.EUFUND,FUND,FIXED_INCOME,fondos-bonos,Amundi Funds - Emerging Markets Blended Bond A EUR (C),EUR,si
LU1882457143,LU1882457143.EUFUND,FUND,FIXED_INCOME,fondos-bonos,Amundi Funds - Emerging Markets Corporate High Yield Bond A EUR (C),EUR,si
LU1882457739,LU1882457739.EUFUND,FUND,FIXED_INCOME,fondos-bonos,Amundi Funds - Emerging Markets Corporate High Yield Bond C EUR (C),EUR,si
LU1882462655,LU1882462655.EUFUND,FUND,FIXED_INCOME,fondos-bonos,Amundi Funds - Emerging Markets Short Term Bond A2 EUR (C),EUR,si
LU1882462739,LU1882462739.EUFUND,FUND,FIXED_INCOME,fondos-bonos,Amundi Funds - Emerging Markets Short Term Bond A2 EUR Hgd (C),EUR,si
LU1883334275,LU1883334275.EUFUND,FUND,FIXED_INCOME,fondos-bonos,Amundi Funds - Global Subordinated Bond A EUR (C),EUR,si
LU1706854152,LU1706854152.EUFUND,FUND,FIXED_INCOME,fondos-bonos,Amundi S.F. - Diversified Short-Term Bond Select A EUR ND,EUR,si
LU1499628912,LU1499628912.EUFUND,FUND,FIXED_INCOME,fondos-bonos,Amundi S.F. - Diversified Short-Term Bond Select E EUR ND,EUR,si
FR0011365212,FR0011365212.EUFUND,FUND,FIXED_INCOME,fondos-bonos,Amundi Ultra Short Term Bond Responsible E C,EUR,si
FR0050000860,FR0050000860.EUFUND,FUND,FIXED_INCOME,fondos-bonos,Amundi Ultra Short Term Bond Responsible P C,EUR,si
ES0111166031,ES0111166031.EUFUND,FUND,FIXED_INCOME,fondos-bonos,ATL CAPITAL CORTO PLAZO  FI,EUR,si
LU1738492658,LU1738492658.EUFUND,FUND,FIXED_INCOME,fondos-bonos,Aviva Investors - Short Duration Global High Yield Bond Fund Ah EUR Acc,EUR,si
FR0010950055,FR0010950055.EUFUND,FUND,FIXED_INCOME,fondos-bonos,AXA IM Euro 6M E,EUR,si
LU0658026512,LU0658026512.EUFUND,FUND,FIXED_INCOME,fondos-bonos,AXA IM Fixed Income Investment Strategies - Europe Short Duration High Yield E Capitalisation EUR,EUR,si
LU1164219682,LU1164219682.EUFUND,FUND,FIXED_INCOME,fondos-bonos,AXA World Funds - Euro Credit Total Return A Capitalisation EUR,EUR,si
LU1164220854,LU1164220854.EUFUND,FUND,FIXED_INCOME,fondos-bonos,AXA World Funds - Euro Credit Total Return E Capitalisation EUR,EUR,si
